"scenario_id","scenario_name","prompt","question","total_correct_answers","total_candidates","total_candidate_correct_answers","average_score"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","EUS shows a cystic structure in the pancreatic body, which appears to communicate with a mildly dilated pancreatic duct.  A small mural nodule was seen and biopsied.  There is no evidence of peri-pancreatic or celiac lymphadenopathy.  Cyst fluid was sent for analysis and returned a CEA of 450 ng/ml, amylase 2000, and mucin stain positive.  Pathology from the solid component returned scant atypical appearing ductal cells.","Given these findings, what is your diagnosis and how would you counsel the patient? ","2","99","167","0.84343434343434343434"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","The CT shows a thin walled, 1.5 cm cyst in the body of the pancreas.  There is no apparent solid mass nor any pancreatic ductal dilation.  ","What is your differential diagnosis?","4","98","327","0.83418367346938775510"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","The patient responds to fluid resuscitation. CTA chest is negative for PE. CT of the abdomen shows a 6 x 8 cm rim enhancing retroperitoneal fluid collection lateral to the drain bed with a small amount of air present"," How would you proceed? ","3","54","75","0.46296296296296296296"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","What are the treatment options for this patient?","","4","103","224","0.54368932038834951456"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","What cyst fluid characteristics are important?","","4","105","322","0.76666666666666666667"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","What if IR says the fluid collection is not amenable to percutaneous drainage due to obscurement by the colon and stomach.","What are you options?","2","52","65","0.62500000000000000000"
"7728e3af-e373-4042-affd-2ea43d7e421b","02 - Pancreas - Benign 01","You discuss various options with the patient and agree together to continue imaging surveillance. It is now 3 years later, and the cyst has increased in size to 2.5 cm, there is still no apparent solid component. The main pancreatic duct is mildly dilated at 6 mm","What would be your plan now?","1","82","82","1.00000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","A 30-year-old male is brought in by EMS after sustaining a GSW to his right thigh. They report his VS are normal and he is GCS 15. He arrives in your trauma bay in moderate distress with a look of despair on his face.","How would you proceed?","8","17","108","0.79411764705882352941"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","Let’s say the ABI of the affected extremity was 0.6.","How would you manage that patient?","1","15","15","1.00000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","Let’s say the ABI of the affected extremity was 1.0.","How would you manage that patient?","2","9","16","0.88888888888888888889"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","Let’s say the gun shot would was through the arm and injured the radial artery. ","How would your evaluation and management change?","3","7","13","0.61904761904761904762"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","Let’s say the patient on presentation had a pulseless RLE.","How would you proceed then?","1","15","15","1.00000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","On exploration, you find a 3cm full thickness injury to the superficial femoral artery. ","How would you repair it?","2","16","24","0.75000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","When would you shunt these types of injuries?","","1","6","6","1.00000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","You decide you take an ABI of the affected extremity.","Describe how you perform an ABI?","1","10","10","1.00000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","You proceed to get a CT angiogram of the right lower extremity.","Name some abnormal findings you might expect to see on CTA?","5","15","36","0.48000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","You run through your ABC’s -- his airway is patent, he has bilateral breath sounds and is saturating 100% on RA. He has palpable pulses on all four extremities, two large bore IV’s are established, and his initial vitals are a HR 90 with a BP 100/60. His GCS is 15, his pupils are round and reactive. On full exposure he has an anterior and posterior aperture on the right thigh with no active bleeding. You obtain full set of labs, his VBG comes back with a HCT of 45 and a base deficit of -3. A XRay of the right leg shows no fracture or retained bullet.","What is your next step in the evaluation or management of this patient?","1","12","12","1.00000000000000000000"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","You successfully repair his arterial injury and he regains pulses in his right lower extremity. You perform an XR to confirm no fracture. In the PACU, the nurse calls you several hours later because the patient is now complaining of significant right calf pain. His calf is noticeably swollen and very tender to palpation.","What is the diagnosis and what is the next best step?","2","15","29","0.96666666666666666667"
"77de31ba-3f4c-441e-a9ea-b51a8a099ae0","10a - Trauma - Extremity vascular","You take the patient with the pulseless right lower extremity to the OR","Explain how you would prep the patient and perform the exploration:","5","17","54","0.63529411764705882353"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","A 68 year old female is brought in by ambulance after a car accident in which she was a restrained driver. Airbags did deploy and she was able to extricate herself from the car. A CT scan performed by the emergency department demonstrated multiple left-sided rib fractures and an associated left lower lobe pulmonary contusion, but no flail chest. You perform a trauma assessment per ATLS protocol. There are no other injuries noted on your physical exam. Lab work is unremarkable. She has a history of smoking for the last 40 years and HTN. She takes amlodipine for her HTN. No other surgical history. She has no allergies. She is in a great deal of pain in her left chest with every breath. Her vital signs are within normal limits. ","What is your disposition for this patient?","2","2","3","0.75000000000000000000"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","Over the first hour of resuscitation, the patient receives two separate 30cc/kg boluses of crystalloid solution, however her MAP is now 50 mmHg and HR is 130 bmp. She has made 20 cc of urine. Broad spectrum antibiotics have started. ","Is this patient responding appropriately to therapy and how would you proceed? ","3","2","5","0.83333333333333333334"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","The patient is admitted to the ICU and placed on multi-modal pain control and aggressive pulmonary toilet. On hospital day 3, you are called to the patient’s bedside for shortness of breath.","You arrive to the bedside. How would you evaluate the patient?","2","1","2","1.00000000000000000000"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","The patient is started on vasopressors. ","What are your first and second line vasopressors?","3","2","5","0.83333333333333333334"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","The patient responds to low dose norepinephrine and MAP is now 70mmHg. UOP has increased to 0.6 cc/kg/hr. ","How will you monitor this patient’s progress over the next 24-48 hours and what are your goals of care?","7","2","6","0.42857142857142857143"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","The patient's airway is intact and she is speaking. Her breathing is labored and she is tachypneic with 30 breaths per minute. She demonstrates accessory muscle use. Sp02 is 85%. She has strong distal pulses, HR 120, BP 100/60 mmHg. There is no evidence of external hemorrhage.

You place supplemental oxygen via high flow nasal cannula, but the patient's vital signs and presentation do not improve.
","How would you proceed?","2","2","2","0.50000000000000000000"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","What are your goals of initial resuscitation? Give specific parameters","","4","2","5","0.62500000000000000000"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","You get those studies and find that the WBC = 20,000; Lactate = 5.0; Cr = 2.0

Her ABG = 7.30/PCo2 45/Pa02 95/HCO3 15. 

The CXR demonstrates left lower lobe consolidation, ET tube is appropriately placed, no pneumothorax.","What is your diagnosis and how would you manage the diagnosis?","6","2","8","0.66666666666666666667"
"7851a4a5-c5af-49d3-bb70-f8b10f3db2f7","15a - CC - PNA / Septic shock","You intubate the patient and confirm location of the ET tube with auscultation and end tidal CO2.","What would you like to do next?","7","2","7","0.50000000000000000000"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","A few hours later, the nurse calls as the patient has become hypotensive. You go and see the patient. On exam the abdomen appears more distended and you note that the HR is now in the 120s, SBP 90s. The patient is tender but without peritonitis.","How would you proceed?","3","3","8","0.88888888888888888889"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","The nurse calls and states that the patient is C diff positive.","What is the current recommendations for initial antibiotic treatment for C diff?","1","3","3","1.00000000000000000000"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","The patient develops an ileus and can no longer tolerate PO intake. ","What is your next step?","1","2","2","1.00000000000000000000"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","The patient does well after the procedure, his renal failure resolves. Before he discharges, he asks when he will be a candidate for reversal. ","How soon would you consider taking down his ileostomy and performing an ileorectal anastomosis? And what factors would you consider in your decision?","4","2","3","0.37500000000000000000"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","The patient fails to improve overnight, was started on norepinephrine, on which he is currently maxed out. He is also on vasopressin.  UOP decreased to 15 cc/hr, MAP on arterial line is 60s, and the patient was intubated by SICU team for altered mentation and airway management. His morning exam reveals a diffusely distended abdomen and a WBC of 33,000.","What is your diagnosis and treatment?","3","1","3","1.00000000000000000000"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","What would be your threshold for surgical intervention?","","5","2","6","0.60000000000000000000"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","You are called to the emergency room to evaluate an 80 year old male who has had abdominal pain and watery diarrhea for the past 24 hours. He denies nausea or vomiting and endorses having an appetite. The patient recently took 7 days of antibiotics for a UTI. His PMH is significant for hypertension, hyperlipidemia and prostate cancer. His PSH is significant for robotic assisted prostatectomy and cholecystectomy. His medications are appropriate for his comorbidities.

You go and see the patient and on exam you note that the patient’s HR is 105, 126/78, RR of 20 and a temperature of 100.5. On exam, he is slightly distended and diffusely tender, but without rebound tenderness or focal peritonitis. ","How would you like to proceed?","5","3","8","0.53333333333333333333"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","You immediately take the patient to the OR for exlap, total abdominal colectomy, and end ileostomy.","Please describe the steps of the operation","6","2","5","0.41666666666666666667"
"80249923-c0d4-4d4f-acfb-82ceca17c55d","12a - GI - C. diff","Your CMP is significant for a Cr of 1.6 (baseline 0.9) and your WBC is 22. UA is within normal limits. KUB (if ordered) shows a dilated colon. CT scan (if ordered) shows diffuse thickening of the colonic wall with mild dilation.","What is your next step?","4","3","11","0.91666666666666666667"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","As you’re examining the patient, he starts to ask questions. One of his questions is, “what may be some of the causes of his atrial fibrillation?”","How would you respond?","3","16","34","0.70833333333333333333"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","Despite your initial treatment, the patient's heart rate remains in the 140's. ","What would you do next?","2","17","25","0.73529411764705882353"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","Let’s say during the patient’s hospital stay, he clinically does not improve. He leukocytosis remains elevated and he has persistent fevers although his abdominal pain is mild and minimally tender. He has a normal ECHO and gets cleared for surgery by the cardiologist. 
The patient is still reluctant to go to the OR.
","How would you proceed?","1","13","13","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","What if instead of afib initially, the patient had sinus bradycardia to the 40’s with lightheadedness. ","How would you manage that patient?","1","13","13","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You admit the patient, give him a fluid bolus, and start him on IV antibiotics.","What would be your threshold to operate on this patient?","3","18","42","0.77777777777777777778"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You admit the patient to the ICU and start a diltiazem gtt and his HR normalizes. Overnight the patient complains of lightheadedness and is back in rapid afib. His BP is noted to be 60/40. You start IVF and low dose pressors; however, he does not improve. He says he feels like he is going to pass out. ","What is the next best step?","1","16","16","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You advise the patient on non-operative management and decide to admit the patient.","What orders will you place?","6","17","75","0.73529411764705882353"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You are called to see the patient several hours later because of “tachycardia.” At the bedside the patient states he has some palpitations. You notice on the telemetry monitor an absence of some p waves with a HR of 140. His BP is 140/80. ","What is the next best step?","1","17","17","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You are called to the ER to see a 75-year-old patient for acute appendicitis on CT imaging. He has a medical history a heart condition, but he doesn’t remember which one. He is not compliant with his medications and hasn’t seen a physician in several years. You review his CT which shows perforated appendicitis with significant fat stranding and phlegmonous changes. The patient is hemodynamically normal and has only mild abdominal tenderness to palpation. His WBC is 16k and his lactate is 1.5.","The patient asks if he would need surgery?","1","15","15","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You attempt a/another round of IV beta blocker which doesn’t work, so you admit the patient to the ICU and start a diltiazem gtt.","What will be your goal heart rate to consider the patient rate controlled?","1","15","15","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You get a STAT 12 lead EKG which shows afib with RVR.","How would you manage this situation?","2","17","21","0.61764705882352941176"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You obtain a CT which shows a 5x7 cm well-formed abscess in the anterior right lower quadrant.","How would you proceed?","1","13","13","1.00000000000000000000"
"83b01fa3-47ea-4a48-921e-aeffef8172ef","09a - Cardiac arrhythmias","You perform synchronized cardioversion and he stabilizes. ","When would you consider anticoagulation in this patient?","2","8","10","0.62500000000000000000"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","Let’s change the scenario. ","What is your approach if the site of perforation is the middle 3rd of the esophagus?","1","1","1","1.00000000000000000000"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","Let’s change the scenario again.","What is your approach if the site of the perforation is near the GE junction?","1","1","1","1.00000000000000000000"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","Let’s change the scenario. Now the initial UGI or CT shows a perforation from the inferior 1/3 of the esophagus with contrast extravasation into the left chest.","How would you manage this?","2","2","2","0.50000000000000000000"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","Let’s change the scenario one last time.","What is the operative management if the time to diagnosis is greater than 48 hours and/or the entire lower 1/3rd of the esophagus is necrotic?","3","2","4","0.66666666666666666667"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","Please describe the steps of the operation","","8","2","12","0.75000000000000000000"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","WBC is 15 and lactate is 2.0. The rest of your laboratory workup is negative. The EKG shows sinus tachycardia. CXR shows a left pleural effusion, possible pneumomediastinum.  CT (and/or Upper GI) shows a contained perforation from the lower third of the esophagus.","How will you manage this patient?","9","2","7","0.38888888888888888889"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","What are some of the options for buttressing your esophageal repair?","","6","2","6","0.50000000000000000000"
"84c40ec7-8c10-4aa1-8e91-339dd8493ac6","13c - GI - Esophageal perforation","You are consulted on a patient in the ER. The patient is a 40-year-old male who presents with severe retching, emesis and chest pain. The patient is a chronic alcoholic. The patient is intoxicated, but able to state that his chest pain started 3 hours ago prior to the ER visit after he had a strong bout of retching and emesis. His past medical history is significant for alcoholism, he has no past surgical history, and he is not taking any medications. He denies illicit drug use or smoking. He is not aware of any significant family history.

You go and see the patient. His temp is 100.5, HR 110, BP 100/60, SpO2 93% RA. 
On exam, he is alert, awake and oriented to self only. On auscultation, he has some crackles on the left side. His abdomen is mild to moderately tender in the subxiphoid region. ","How would you like to proceed?","6","2","5","0.41666666666666666667"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","A 56-year-old female presents to your clinic referred from her gastroenterologist after she underwent screening colonoscopy. During the procedure, she developed profound hypertension in the 220s systolic and tachycardia up to 150. The gastroenterologist noticed on a previous CT scan that she had a 4 cm adrenal mass present approximately 1 year ago for abdominal pain.","What further history would you like to obtain from this patient and what would you look for on a physical exam?","5","17","46","0.54117647058823529412"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","During dissection of the adrenal gland before you isolate or ligate the adrenal vein the patient develops profound hypertension with BP’s in the 220’s/110’s and HR in the 150’s.","What do you think is happening and how would you proceed?","3","13","29","0.74358974358974358974"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","Lab values return with unremarkable CBC and BMP. Plasma aldosterone and renin activity are normal. Low-dose dexamethasone suppression test appropriately suppresses her morning cortisol. The plasma fractionated metanephrines show levels of both nor-metanephrine and metanephrine which are 4 times the upper limit of normal. An MRI of the abdomen is obtained and shows a 4.3 x 4.6 cm right adrenal mass with increased intensity of T2 imaging. There is no evidence of local invasion or intra-abdominal metastasis. The radiologist feels that this represents a right pheochromocytoma.","How would you counsel the patient based on these results?","6","17","70","0.68627450980392156863"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","Let’s say that despite all efforts anesthesia cannot control the tachycardia and heart rate. They are able to temporarily control it; however, whenever you reinsufflate or manipulate the gland, the blood pressure becomes dangerously elevated.","How would you proceed?","3","11","11","0.33333333333333333333"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","Okay, let’s say that you are able to get the adrenal gland out safely. She is discharged from the hospital on POD#2. She presents 1 week later from her follow up. Pathology confirms the diagnosis of pheochromocytoma.","Will she need any additional treatment or testing?","3","6","11","0.61111111111111111111"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","The patient achieves good control with alpha and beta-blockade after about 3 weeks of treatment and is ready to proceed with surgery.","Can you describe your operative approach?","10","15","86","0.57333333333333333333"
"8748e914-1e32-49aa-be2e-1814d639d92f","10d - Endocrine - Pheo","Upon taking further history, she endorses worsening and frequent episodes of palpitations and general feeling of being on well. She thinks these episodes are exacerbated by stress. She has no other past medical or surgical history. She has no family history of endocrinopathy. On the physical exam, her vitals are notable for HR of 105, BP 130/90. There are no palpable abdominal masses.","What is your leading differential diagnosis and how would you proceed with your work-up at this time?","6","17","84","0.82352941176470588235"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","A 75-year-old male presents to the ED three weeks after a left femoral endarterectomy and common femoral artery to above knee popliteal artery bypass with prosthetic graft for disabling claudication. He complains of pain, swelling, drainage in his left groin and chills. His past medical history is significant for hypertension, hyperlipidemia, type 2 diabetes, and a myocardial infarction 5 years ago treated with PCI and stenting. He takes blood pressure medication, a statin, metformin, aspirin and plavix daily. He admits to resuming smoking after his bypass surgery. His vitals are Temp 39 C, HR 110, BP 145/90, RR 15, 98% O2 saturation.

On exam you note cellulitis and expressible purulent fluid from the left groin incision. There is no pulsatile mass in the groin. He has palpable distal pulses in the left lower extremity. ABIs are non- compressible. Toe pressures are 35.","What workup would you like to obtain?","5","22","70","0.63636363636363636364"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","As you’ll recall, the first bypass was done for claudication. ","What would you do differently in the OR on the takeback procedure had the initial bypass surgery been done for critical limb ischemia and not claudication?","3","9","13","0.48148148148148148148"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","Let’s change the scenario slightly. ","What would you do differently in the OR if the patient had an infected arteriovenous graft for dialysis?","2","10","18","0.90000000000000000000"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","Surgery goes well and he is taken back to the ward. ","What are some of the key concepts of managing this patient immediately post op and for longer term surveillance?","3","11","20","0.60606060606060606061"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","The patient’s clinical status improves after resuscitation and antibiotics. Blood cultures return with MRSA bacteremia. ","How will you manage the graft?","2","18","27","0.75000000000000000000"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","You get a full set of labs. His WBC is 14k, H/H is 11/35, Plt 150. Coags are normal. Cr and electrolytes are normal. Glucose is 200. ESR and CRP are elevated. Blood cultures were sent and are pending.

You get an US which demonstrates a 5cm perigraft fluid collection. On doppler there is no color flow within the fluid collection (consistent with no pseudoaneurysm). 

You also get a CTA which shows a rim enhancing fluid collection surrounding the proximal anastomosis. There is contrast flow through the common femoral artery, profunda, and graft. Redemonstrated is the known cutoff of the proximal SFA. There is runoff distal to the popliteal anastomosis.","What would you like to do next?","7","22","68","0.44155844155844155844"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","You have medically optimized the patient and he is agreeable for operative intervention. ","What procedure would you consent the patient for?  What risks of the procedure do you discuss with the patient?","3","21","45","0.71428571428571428571"
"90179e41-936c-484f-924a-b7cf765bca5f","08c - Vascular - Graft infx","You take the patient to the operating room, place a Foley, and prep widely.","Please describe your operative approach:","8","20","71","0.44375000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","A 55-year-old male presents to your office presents to your office with a painless mass on his right thigh.  He fell a few weeks ago and hit his thigh against a table and noticed it thereafter.  He saw his PCP who recommended that he visit a surgeon for evaluation.  The patient states that he doesn’t know when the mass appeared.  His only past medical history is notable for hypertension.  He has never had surgery. He had a colonoscopy earlier this year that was normal.  On exam, you find a golf ball-sized mass on the anterior right thigh that is firm and non-mobile.  There is no lower extremity edema or neurologic deficits on the right.  The left lower extremity is normal.","What is on your differential diagnosis at this time?","5","2","4","0.40000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","How would you like to counsel the patient on therapeutic goals for treatment?","","4","2","3","0.37500000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","What imaging would you like to get?","","3","2","5","0.83333333333333333334"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","What will be your surveillance for this patient post-treatment?","","2","1","2","1.00000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","Will you plan on adjuvant chemotherapy for this patient?","","1","1","1","1.00000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","Will you plan to do a sentinel lymph node biopsy?","","1","2","2","1.00000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","You are able to completely resect the tumor. There is adequate margin per pathology.  A few weeks later, he presents for his follow up with you in clinic.  You note that the surgical site is healing well.  However, he has right lower extremity swelling; the left lower extremity is normal.  His pain is well-controlled. ","What are potential diagnostic next steps?","2","2","2","0.50000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","You discuss the patient with the multidisciplinary tumor board. The decision is made to give the patient neoadjuvant radiation therapy followed by surgical resection.  ","What are some principles of surgical resection?","4","2","6","0.75000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","You get an MRI of the right lower extremity.  This shows a well-circumscribed soft tissue mass in the anterior compartment of the right thigh.  It measures 6cm long and 4cm wide.  It is hypointense on T1 and hyperintense on T2 with irregular thick ring-type contrast enhancement.  There is no evidence of femoral cortical invasion and no vascular involvement. (If CT obtained: CT chest is negative for metastatic disease.)","What are your options for further diagnostic work up?","2","2","2","0.50000000000000000000"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","You perform a core needle biopsy.  This returns as an undifferentiated pleomorphic sarcoma, myxoid type, histologic type 2, mitotic count 10 to 19 mitoses per high powered field, no necrosis.  Grade is G2.","What are your next steps in treating this patient?","3","2","5","0.83333333333333333334"
"96d27450-e3b9-420a-8914-c71b5158d259","14a - Soft tissue - Sarcoma","You start with a duplex of the right leg.  This finds an above-knee DVT of the right lower extremity.  You start him on apixiban.","What are some of the other potential complications of this resection?","6","2","4","0.33333333333333333333"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","A 55-year-old female is referred to you with a reported history of GERD. A well-respected primary care physician in town is sending her to you for an evaluation and possible therapy. She describes her heartburn as a burning sensation in her upper abdomen and substernal area that typically gets worse following meals and when she lays down. She notes occasional regurgitation but denies any dysphagia or odynophagia. Her weight has been stable. Her only medications are antacids that provide a moderate amount of relief, and she tells you that she takes them frequently throughout the day. She is otherwise healthy, and the rest of her history is unremarkable. A full physical exam is also unremarkable.","How would you like to further evaluate this patient? ","4","110","369","0.83863636363636363636"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","After discussing the various options, the patient agrees to move forward with a laparoscopic Nissen fundoplication. ","Please describe how you would do this operation?","10","106","728","0.68679245283018867925"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","Changing the original scenario slightly: now the patient's esophageal manometry shows moderate dysmotility.","Would that change your approach?","1","98","98","1.00000000000000000000"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","Despite your best efforts, the splenic injury continues to bleed and the patient becomes hypotensive","What are your options now?","2","74","135","0.91216216216216216216"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","During the operation, while performing the shoeshine maneuver, you notice blood welling up by the spleen. You inspect the area and find a small laceration in the splenic capsule that is actively bleeding. ","What are some initial maneuvers to try and control it?","3","77","157","0.67965367965367965368"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","Now your patient's BMI is 39","Does that change your management? ","1","88","88","1.00000000000000000000"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","The esophagram shows reflux to the level of the mid-thoracic esophagus, but no stricture, diverticulum, or hiatal hernia is noted. The EGD shows some mild esophagitis in the distal esophagus. The remainder of the EGD and all biopsies are normal. The pH study reveals a DeMeester score of 24.6 (abnormal is >14.72) with good symptom correlation. On esophageal manometry, 8 out of 10 swallows show normal peristalsis. ","What is your next step?","1","83","83","1.00000000000000000000"
"98c55390-cec7-428b-ae0a-9e4dfbd25677","02 - GI - Foregut - GERD 01","You contact the referring primary care physician with a summary of your evaluation. Despite your recommendations, the patient does not return to see you for 12 months. Her symptoms are now worse, and a repeat EGD show more pronounced esophagitis and biopsies of the distal esophagus reveal Barrett’s esophagus without dysplasia.","What therapeutic options are available to this patient?","3","104","155","0.49679487179487179487"
"98e282f1-d8e7-4535-aeb7-8e8d37100736","03 - GI - Rectum - Prolapse","Her daughter is worried about incarcerated prolapse and requesting you admit the patient and move ahead with surgery. ","How would you talk with her and her mother (the patient) about upcoming surgery? ","3","70","127","0.60476190476190476190"
"98e282f1-d8e7-4535-aeb7-8e8d37100736","03 - GI - Rectum - Prolapse","Her new vitals are Temp 100.5 F, HR 110s, SBP 80s-90s, SpO2: 88% on room air, RR 20s and coughing. She is confused. Her perineal exam is appropriate without concerns. Her abdominal exam is benign.  ","What do you think is going on and what would you like to do?","5","74","264","0.71351351351351351351"
"98e282f1-d8e7-4535-aeb7-8e8d37100736","03 - GI - Rectum - Prolapse","If time permits: Now the patient is healthy, independent and active. ","How would this change your surgical management?","2","26","39","0.75000000000000000000"
"98e282f1-d8e7-4535-aeb7-8e8d37100736","03 - GI - Rectum - Prolapse","Please describe key steps of your rectopexy ","","3","11","22","0.66666666666666666667"
